event_name,start_date,end_date,start_time,end_time,description,location,access_groups,rsvp,comments,attendance_tracking,duty_roster,ticketing,reference_id
5th Grade Wembley Districts 3rd XI vs Prestige Liquor WSCC 3rd XI,2026-01-10,2026-01-10,12:30,14:30,One Day Round 8: Wembley Districts 3rd XI vs Prestige Liquor WSCC 3rd XI,Wembley Sports Park (Synthetic),Wembley Districts 3rd XI,true,true,false,false,false,
7th Grade Canaccord Genuity WSCC 4th XI vs SPSTCC 3rd XI,2026-01-10,2026-01-10,12:30,14:30,One Day Round 8: Canaccord Genuity WSCC 4th XI vs SPSTCC 3rd XI,Rosalie Park Turf (South Oval),Canaccord Genuity WSCC 4th XI,true,true,false,false,false,
One Day Grade 1 WSCC One Day 1's vs LSR SMCC One Day Ones,2026-01-10,2026-01-10,12:30,14:30,One Day Round 9: WSCC One Day 1's vs LSR SMCC One Day Ones,College Park Lower - Synthetic,WSCC One Day 1's,true,true,false,false,false,
One Day Grade 2 Applecross 7th XI vs Hola Health WSCC One Day 2's,2026-01-10,2026-01-10,12:30,14:30,One Day Round 9: Applecross 7th XI vs Hola Health WSCC One Day 2's,Troy Park,Applecross 7th XI,true,true,false,false,false,
One Day Grade 3 WSCC One Day 3's vs SPSTCC 5th XI,2026-01-10,2026-01-10,12:30,14:30,One Day Round 9: WSCC One Day 3's vs SPSTCC 5th XI,David Cruikshank Reserve,WSCC One Day 3's,true,true,false,false,false,
One Day Grade 4 Swan Athletic OD4 vs WSCC One Day 4's,2026-01-10,2026-01-10,12:30,14:30,One Day Round 9: Swan Athletic OD4 vs WSCC One Day 4's,Lilac Hill 4,Swan Athletic OD4,true,true,false,false,false,
One Day Grade 5 Black WSCC One Day 5's vs NBCCC OD5 - Core Wealth,2026-01-10,2026-01-10,12:30,14:30,One Day Round 9: WSCC One Day 5's vs NBCCC OD5 - Core Wealth,Rosalie Park Synthetic (North Oval),WSCC One Day 5's,true,true,false,false,false,
2nd Grade Hola Health WSCC 1st XI vs NBCCC 1st XI - Pentagon,2026-01-17,2026-01-17,13:00,15:00,Two Day Round 10: Hola Health WSCC 1st XI vs NBCCC 1st XI - Pentagon,College Park West - Turf,Hola Health WSCC 1st XI,true,true,false,false,false,
4th Grade SPSTCC 2nd XI vs Kreative Property WSCC 2nd XI,2026-01-17,2026-01-17,13:00,15:00,Two Day Round 9: SPSTCC 2nd XI vs Kreative Property WSCC 2nd XI,Ernest Johnson Oval,SPSTCC 2nd XI,true,true,false,false,false,
5th Grade Prestige Liquor WSCC 3rd XI vs MUMCC 3rd XI,2026-01-17,2026-01-17,13:00,15:00,Two Day Round 9: Prestige Liquor WSCC 3rd XI vs MUMCC 3rd XI,Rosalie Park Turf (South Oval),Prestige Liquor WSCC 3rd XI,true,true,false,false,false,
7th Grade Grill'd Midland - Bassendean CC 4th XI vs Canaccord Genuity WSCC 4th XI,2026-01-17,2026-01-17,13:00,15:00,Two Day Round 9: Grill'd Midland - Bassendean CC 4th XI vs Canaccord Genuity WSCC 4th XI,Jubilee Reserve North (Synthetic),Grill'd Midland - Bassendean CC 4th XI,true,true,false,false,false,
One Day Grade 1 WSCC One Day 1's vs NBCCC OD1 - Patties,2026-01-17,2026-01-17,12:30,14:30,One Day Round 10: WSCC One Day 1's vs NBCCC OD1 - Patties,College Park Lower - Synthetic,WSCC One Day 1's,true,true,false,false,false,
One Day Grade 2 Bayswater Phyio - Bassendean CC 5th XI vs Hola Health WSCC One Day 2's,2026-01-17,2026-01-17,12:30,14:30,One Day Round 10: Bayswater Phyio - Bassendean CC 5th XI vs Hola Health WSCC One Day 2's,Ashfield Reserve,Bayswater Phyio - Bassendean CC 5th XI,true,true,false,false,false,
One Day Grade 3 Kalamunda 4th XI - OD3 vs WSCC One Day 3's,2026-01-17,2026-01-17,12:30,14:30,One Day Round 10: Kalamunda 4th XI - OD3 vs WSCC One Day 3's,Kostera Oval North (Synthetic),Kalamunda 4th XI - OD3,true,true,false,false,false,
One Day Grade 4 Applecross 6th XI vs WSCC One Day 4's,2026-01-17,2026-01-17,12:30,14:30,One Day Round 10: Applecross 6th XI vs WSCC One Day 4's,Shirley Strickland - Main Oval,Applecross 6th XI,true,true,false,false,false,
One Day Grade 5 Black Ocean Ridge 4th XI vs WSCC One Day 5's,2026-01-17,2026-01-17,12:30,14:30,One Day Round 10: Ocean Ridge 4th XI vs WSCC One Day 5's,Heathridge Park,Ocean Ridge 4th XI,true,true,false,false,false,
One Day Grade 1 FMPCC Pirates 3rd XI vs WSCC One Day 1's,2026-01-24,2026-01-24,12:30,14:30,One Day Round 11: FMPCC Pirates 3rd XI vs WSCC One Day 1's,Gil Fraser - Synthetic,FMPCC Pirates 3rd XI,true,true,false,false,false,
One Day Grade 2 Hola Health WSCC One Day 2's vs CVPCC Fourth XI,2026-01-24,2026-01-24,12:30,14:30,One Day Round 11: Hola Health WSCC One Day 2's vs CVPCC Fourth XI,College Park Lower - Synthetic,Hola Health WSCC One Day 2's,true,true,false,false,false,
One Day Grade 3 Swanbourne CC 5th XI vs WSCC One Day 3's,2026-01-24,2026-01-24,12:30,14:30,One Day Round 11: Swanbourne CC 5th XI vs WSCC One Day 3's,Allen Park Lower (Synthetic),Swanbourne CC 5th XI,true,true,false,false,false,
One Day Grade 4 SPSTCC 4th XI vs WSCC One Day 4's,2026-01-24,2026-01-24,12:30,14:30,One Day Round 11: SPSTCC 4th XI vs WSCC One Day 4's,Challenger Reserve,SPSTCC 4th XI,true,true,false,false,false,
One Day Grade 5 Black WSCC One Day 5's vs Applecross 8th XI,2026-01-24,2026-01-24,12:30,14:30,One Day Round 11: WSCC One Day 5's vs Applecross 8th XI,David Cruikshank Reserve,WSCC One Day 5's,true,true,false,false,false,
2nd Grade SPSTCC 1st XI vs Hola Health WSCC 1st XI,2026-01-31,2026-01-31,13:00,15:00,Two Day Round 11: SPSTCC 1st XI vs Hola Health WSCC 1st XI,Ernest Johnson Oval,SPSTCC 1st XI,true,true,false,false,false,
4th Grade Kreative Property WSCC 2nd XI vs Kalamunda 2nd XI,2026-01-31,2026-01-31,13:00,15:00,Two Day Round 10: Kreative Property WSCC 2nd XI vs Kalamunda 2nd XI,College Park West - Turf,Kreative Property WSCC 2nd XI,true,true,false,false,false,
5th Grade Applecross 3rd XI vs Prestige Liquor WSCC 3rd XI,2026-01-31,2026-01-31,13:00,15:00,Two Day Round 10: Applecross 3rd XI vs Prestige Liquor WSCC 3rd XI,Shirley Strickland - Main Oval,Applecross 3rd XI,true,true,false,false,false,
7th Grade Canaccord Genuity WSCC 4th XI vs LSR SMCC 4th XI,2026-01-31,2026-01-31,13:00,15:00,Two Day Round 10: Canaccord Genuity WSCC 4th XI vs LSR SMCC 4th XI,Rosalie Park Turf (South Oval),Canaccord Genuity WSCC 4th XI,true,true,false,false,false,
One Day Grade 1 WSCC One Day 1's vs Bedford Morley 4th XI (OD1 Gold),2026-01-31,2026-01-31,12:30,14:30,One Day Round 12: WSCC One Day 1's vs Bedford Morley 4th XI (OD1 Gold),College Park Lower - Synthetic,WSCC One Day 1's,true,true,false,false,false,
One Day Grade 2 NBCCC OD2 - 1 Solution Finance vs Hola Health WSCC One Day 2's,2026-01-31,2026-01-31,12:30,14:30,One Day Round 12: NBCCC OD2 - 1 Solution Finance vs Hola Health WSCC One Day 2's,Charles Riley Memorial 1 - Lower,NBCCC OD2 - 1 Solution Finance,true,true,false,false,false,
One Day Grade 3 FMPCC Pirates 6th XI vs WSCC One Day 3's,2026-01-31,2026-01-31,12:30,14:30,One Day Round 12: FMPCC Pirates 6th XI vs WSCC One Day 3's,Bruce Lee Oval,FMPCC Pirates 6th XI,true,true,false,false,false,
One Day Grade 4 WSCC One Day 4's vs CVPCC Fifth XI,2026-01-31,2026-01-31,12:30,14:30,One Day Round 12: WSCC One Day 4's vs CVPCC Fifth XI,David Cruikshank Reserve,WSCC One Day 4's,true,true,false,false,false,
One Day Grade 5 Black WSCC One Day 5's vs FMPCC Pirates 8th XI,2026-01-31,2026-01-31,12:30,14:30,One Day Round 12: WSCC One Day 5's vs FMPCC Pirates 8th XI,Rosalie Park Synthetic (North Oval),WSCC One Day 5's,true,true,false,false,false,
One Day Grade 1 WSCC One Day 1's vs Wembley Districts 4th XI,2026-02-07,2026-02-07,12:30,14:30,One Day Round 13: WSCC One Day 1's vs Wembley Districts 4th XI,College Park Lower - Synthetic,WSCC One Day 1's,true,true,false,false,false,
One Day Grade 2 Bedford Morley 5th XI (OD2) vs Hola Health WSCC One Day 2's,2026-02-07,2026-02-07,12:30,14:30,One Day Round 13: Bedford Morley 5th XI (OD2) vs Hola Health WSCC One Day 2's,Waltham Reserve (Turf),Bedford Morley 5th XI (OD2),true,true,false,false,false,
One Day Grade 3 WSCC One Day 3's vs LSR SMCC One Day Threes,2026-02-07,2026-02-07,12:30,14:30,One Day Round 13: WSCC One Day 3's vs LSR SMCC One Day Threes,David Cruikshank Reserve,WSCC One Day 3's,true,true,false,false,false,
One Day Grade 4 MJH Airconditioning Bentley 4th XI vs WSCC One Day 4's,2026-02-07,2026-02-07,12:30,14:30,One Day Round 13: MJH Airconditioning Bentley 4th XI vs WSCC One Day 4's,Centenary Park South-East,MJH Airconditioning Bentley 4th XI,true,true,false,false,false,
One Day Grade 5 Black WSCC One Day 5's vs Bentley 5th XI,2026-02-07,2026-02-07,12:30,14:30,One Day Round 13: WSCC One Day 5's vs Bentley 5th XI,Rosalie Park Synthetic (North Oval),WSCC One Day 5's,true,true,false,false,false,
2nd Grade Bedford Morley 1st XI vs Hola Health WSCC 1st XI,2026-02-14,2026-02-14,13:00,15:00,Two Day Round 12: Bedford Morley 1st XI vs Hola Health WSCC 1st XI,RA Cook Reserve (Turf),Bedford Morley 1st XI,true,true,false,false,false,
4th Grade Kreative Property WSCC 2nd XI vs Bedford Morley 2nd XI,2026-02-14,2026-02-14,13:00,15:00,Two Day Round 11: Kreative Property WSCC 2nd XI vs Bedford Morley 2nd XI,College Park West - Turf,Kreative Property WSCC 2nd XI,true,true,false,false,false,
5th Grade Balcatta Cats 3rd XI vs Prestige Liquor WSCC 3rd XI,2026-02-14,2026-02-14,13:00,15:00,Two Day Round 11: Balcatta Cats 3rd XI vs Prestige Liquor WSCC 3rd XI,Des Penman Memorial (Turf),Balcatta Cats 3rd XI,true,true,false,false,false,
7th Grade Canaccord Genuity WSCC 4th XI vs FMPCC Pirates 5th XI,2026-02-14,2026-02-14,13:00,15:00,Two Day Round 11: Canaccord Genuity WSCC 4th XI vs FMPCC Pirates 5th XI,Rosalie Park Turf (South Oval),Canaccord Genuity WSCC 4th XI,true,true,false,false,false,
One Day Grade 1 WSCC One Day 1's vs Granex Trade Whitfords 4th XI - ODC 1,2026-02-14,2026-02-14,12:30,14:30,One Day Round 14: WSCC One Day 1's vs Granex Trade Whitfords 4th XI - ODC 1,College Park Lower - Synthetic,WSCC One Day 1's,true,true,false,false,false,
One Day Grade 2 Swan Valley 3rd XI OD2 vs Hola Health WSCC One Day 2's,2026-02-14,2026-02-14,12:30,14:30,One Day Round 14: Swan Valley 3rd XI OD2 vs Hola Health WSCC One Day 2's,Baskerville Oval,Swan Valley 3rd XI OD2,true,true,false,false,false,
One Day Grade 3 WSCC One Day 3's vs High Wycombe 5th XI (OD3),2026-02-14,2026-02-14,12:30,14:30,One Day Round 14: WSCC One Day 3's vs High Wycombe 5th XI (OD3),Rosalie Park Synthetic (North Oval),WSCC One Day 3's,true,true,false,false,false,
One Day Grade 4 WSCC One Day 4's vs NBCCC OD4 - Nice n Fresh,2026-02-14,2026-02-14,12:30,14:30,One Day Round 14: WSCC One Day 4's vs NBCCC OD4 - Nice n Fresh,David Cruikshank Reserve,WSCC One Day 4's,true,true,false,false,false,
One Day Grade 5 Black Wembley Districts 5th XI vs WSCC One Day 5's,2026-02-14,2026-02-14,12:30,14:30,One Day Round 14: Wembley Districts 5th XI vs WSCC One Day 5's,McLean park,Wembley Districts 5th XI,true,true,false,false,false,
One Day Grade 1 NBCCC OD1 - Patties vs WSCC One Day 1's,2026-02-21,2026-02-21,12:30,14:30,One Day Round 15: NBCCC OD1 - Patties vs WSCC One Day 1's,Carine Open Space,NBCCC OD1 - Patties,true,true,false,false,false,
One Day Grade 2 Hola Health WSCC One Day 2's vs Swanbourne CC 4th XI - OD2,2026-02-21,2026-02-21,12:30,14:30,One Day Round 15: Hola Health WSCC One Day 2's vs Swanbourne CC 4th XI - OD2,College Park Lower - Synthetic,Hola Health WSCC One Day 2's,true,true,false,false,false,
One Day Grade 3 WSCC One Day 3's vs North Perth 3rd XI,2026-02-21,2026-02-21,12:30,14:30,One Day Round 15: WSCC One Day 3's vs North Perth 3rd XI,David Cruikshank Reserve,WSCC One Day 3's,true,true,false,false,false,
One Day Grade 4 Ross Realty - Bassendean CC 6th XI vs WSCC One Day 4's,2026-02-21,2026-02-21,12:30,14:30,One Day Round 15: Ross Realty - Bassendean CC 6th XI vs WSCC One Day 4's,Ashfield Reserve,Ross Realty - Bassendean CC 6th XI,true,true,false,false,false,
One Day Grade 5 Black North Perth 4th XI vs WSCC One Day 5's,2026-02-21,2026-02-21,12:30,14:30,One Day Round 15: North Perth 4th XI vs WSCC One Day 5's,Charles Veryard - East,North Perth 4th XI,true,true,false,false,false,
2nd Grade Hola Health WSCC 1st XI vs Bentley 1st XI,2026-02-28,2026-02-28,13:00,15:00,Two Day Round 13: Hola Health WSCC 1st XI vs Bentley 1st XI,College Park West - Turf,Hola Health WSCC 1st XI,true,true,false,false,false,
4th Grade Bentley 2nd XI vs Kreative Property WSCC 2nd XI,2026-02-28,2026-02-28,13:00,15:00,Two Day Round 12: Bentley 2nd XI vs Kreative Property WSCC 2nd XI,Wyong park,Bentley 2nd XI,true,true,false,false,false,
5th Grade Prestige Liquor WSCC 3rd XI vs High Wycombe 3rd XI,2026-02-28,2026-02-28,13:00,15:00,Two Day Round 12: Prestige Liquor WSCC 3rd XI vs High Wycombe 3rd XI,Rosalie Park Turf (South Oval),Prestige Liquor WSCC 3rd XI,true,true,false,false,false,
7th Grade SPSTCC 3rd XI vs Canaccord Genuity WSCC 4th XI,2026-02-28,2026-02-28,13:00,15:00,Two Day Round 12: SPSTCC 3rd XI vs Canaccord Genuity WSCC 4th XI,James Miller Oval,SPSTCC 3rd XI,true,true,false,false,false,
One Day Grade 1 Bedford Morley 3rd XI (OD1 Blue) vs WSCC One Day 1's,2026-02-28,2026-02-28,12:30,14:30,One Day Round 16: Bedford Morley 3rd XI (OD1 Blue) vs WSCC One Day 1's,Waltham Reserve (Turf),Bedford Morley 3rd XI (OD1 Blue),true,true,false,false,false,
One Day Grade 2 Hola Health WSCC One Day 2's vs Kalamunda 3rd XI - OD2,2026-02-28,2026-02-28,12:30,14:30,One Day Round 16: Hola Health WSCC One Day 2's vs Kalamunda 3rd XI - OD2,College Park Lower - Synthetic,Hola Health WSCC One Day 2's,true,true,false,false,false,
One Day Grade 3 NBCCC OD3 vs WSCC One Day 3's,2026-02-28,2026-02-28,12:30,14:30,One Day Round 16: NBCCC OD3 vs WSCC One Day 3's,Charles Riley Memorial 1 - Lower,NBCCC OD3,true,true,false,false,false,
One Day Grade 4 WSCC One Day 4's vs FMPCC Pirates 7th XI,2026-02-28,2026-02-28,12:30,14:30,One Day Round 16: WSCC One Day 4's vs FMPCC Pirates 7th XI,David Cruikshank Reserve,WSCC One Day 4's,true,true,false,false,false,
One Day Grade 5 Black MUMCC 6th XI vs WSCC One Day 5's,2026-02-28,2026-02-28,12:30,14:30,One Day Round 16: MUMCC 6th XI vs WSCC One Day 5's,Tompkins South East,MUMCC 6th XI,true,true,false,false,false,
One Day Grade 1 WSCC One Day 1's vs FMPCC Pirates 3rd XI,2026-03-07,2026-03-07,12:30,14:30,One Day Round 17: WSCC One Day 1's vs FMPCC Pirates 3rd XI,College Park Lower - Synthetic,WSCC One Day 1's,true,true,false,false,false,
One Day Grade 2 High Wycombe 4th XI (OD2) vs Hola Health WSCC One Day 2's,2026-03-07,2026-03-07,12:30,14:30,One Day Round 17: High Wycombe 4th XI (OD2) vs Hola Health WSCC One Day 2's,Scott Reserve 2 (Synthetic),High Wycombe 4th XI (OD2),true,true,false,false,false,
One Day Grade 3 SPSTCC 5th XI vs WSCC One Day 3's,2026-03-07,2026-03-07,12:30,14:30,One Day Round 17: SPSTCC 5th XI vs WSCC One Day 3's,Challenger Reserve,SPSTCC 5th XI,true,true,false,false,false,
One Day Grade 4 WSCC One Day 4's vs Applecross 6th XI,2026-03-07,2026-03-07,12:30,14:30,One Day Round 17: WSCC One Day 4's vs Applecross 6th XI,David Cruikshank Reserve,WSCC One Day 4's,true,true,false,false,false,
One Day Grade 5 Black WSCC One Day 5's vs LSR SMCC 5th XI,2026-03-07,2026-03-07,12:30,14:30,One Day Round 17: WSCC One Day 5's vs LSR SMCC 5th XI,Rosalie Park Synthetic (North Oval),WSCC One Day 5's,true,true,false,false,false,
2nd Grade Hola Health WSCC 1st XI vs FMPCC Pirates 1st XI,2026-03-14,2026-03-14,12:30,14:30,One Day Round 14: Hola Health WSCC 1st XI vs FMPCC Pirates 1st XI,College Park West - Turf,Hola Health WSCC 1st XI,true,true,false,false,false,
4th Grade FMPCC Pirates 2nd XI vs Kreative Property WSCC 2nd XI,2026-03-14,2026-03-14,12:30,14:30,One Day Round 13: FMPCC Pirates 2nd XI vs Kreative Property WSCC 2nd XI,Gil Fraser - Turf,FMPCC Pirates 2nd XI,true,true,false,false,false,
5th Grade Prestige Liquor WSCC 3rd XI vs NBCCC 3rd XI - Knight Financial Advisors,2026-03-14,2026-03-14,12:30,14:30,One Day Round 13: Prestige Liquor WSCC 3rd XI vs NBCCC 3rd XI - Knight Financial Advisors,Rosalie Park Turf (South Oval),Prestige Liquor WSCC 3rd XI,true,true,false,false,false,
7th Grade Applecross 5th XI vs Canaccord Genuity WSCC 4th XI,2026-03-14,2026-03-14,12:30,14:30,One Day Round 13: Applecross 5th XI vs Canaccord Genuity WSCC 4th XI,Winthrop Park,Applecross 5th XI,true,true,false,false,false,
One Day Grade 1 LSR SMCC One Day Ones vs WSCC One Day 1's,2026-03-14,2026-03-14,12:30,14:30,One Day Round 18: LSR SMCC One Day Ones vs WSCC One Day 1's,A.S Luketina Reserve,LSR SMCC One Day Ones,true,true,false,false,false,
One Day Grade 2 Hola Health WSCC One Day 2's vs Applecross 7th XI,2026-03-14,2026-03-14,12:30,14:30,One Day Round 18: Hola Health WSCC One Day 2's vs Applecross 7th XI,College Park Lower - Synthetic,Hola Health WSCC One Day 2's,true,true,false,false,false,
One Day Grade 3 WSCC One Day 3's vs MUMCC 4th XI,2026-03-14,2026-03-14,12:30,14:30,One Day Round 18: WSCC One Day 3's vs MUMCC 4th XI,Rosalie Park Synthetic (North Oval),WSCC One Day 3's,true,true,false,false,false,
One Day Grade 4 WSCC One Day 4's vs Balcatta Cats 5th XI,2026-03-14,2026-03-14,12:30,14:30,One Day Round 18: WSCC One Day 4's vs Balcatta Cats 5th XI,David Cruikshank Reserve,WSCC One Day 4's,true,true,false,false,false,
One Day Grade 5 Black Applecross 8th XI vs WSCC One Day 5's,2026-03-14,2026-03-14,12:30,14:30,One Day Round 18: Applecross 8th XI vs WSCC One Day 5's,Fremantle Park North,Applecross 8th XI,true,true,false,false,false,
